id;cod_entrada;cod_saida;cliente;descricao;Beneficiamento;Setor;und;Peso;Valor_Unit;
2576;PF0P36092-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M12-1.50X16.2 PORCA SX FLANGE NYL;ZN NIQUEL INCOLOR + DSH + SELANTE - RA2;ROTATIVO II;KG;0,023;6,55;
2579;PF0P36093-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M14-1.50X13.7 6H PORCA SX FLANGE;ZN NIQUEL INCOLOR + DSH + SELANTE - RA2;ROTATIVO II;KG;0,028;5,94;
2584;PF0P36094-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M12-1.25X12 PORCA SX FLANGE TR ST;ZN NIQUEL INCOLOR + DSH + SELANTE - RA2;ROTATIVO II;KG;0,019;5,94;
2589;PF0P36095-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8 PORCA SEXT FL SOLDA 8 SD;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;KG;0,003;0,75;
2594;PF0P36096-TSU1;SER200011;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M8-1.25X8.7 PORCA CILIN SOLDA 8 S;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,013;0,99;
2614;PF0P40228-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4,2-1,4X19C PAN PZ;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,002;4,09;
2621;PF0P40371-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X22SEXT ZINCO PRETO;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,006;3,38;
2626;PF0P40373-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8X16 SEXT;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,003;3,39;
2644;PF0P40504-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;HLM3.5-2X12 LT POZ ZINCO FERRO;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,001;4,16;
2649;PF0P40510-TSU1;SER200056;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;HLM4-1.25X9.5 LT POZ;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,001;2,61;
2654;PF0P40518-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X16 CIL R50 SD STAB OL;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;KG;0,006;0,76;
2662;PF0P40529-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X18 SX ARR FOSF;FOSFATO DE ZINCO OLEADO;FOSFATO;KG;0,007;1,04;
2667;PF0P40538-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-10X20 SD 4.8 DECA;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,006;0,71;
2671;PF0P40540-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4,8-1,6X22C PAN;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;4,04;
2678;PF0P40734-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.1.00X30.0 SX FL PT PIL;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,009;4,35;
2687;PF0P40894-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;5-1.6X16 CIL SOLDA R50 SD STAB C;COBREAGEM - RM;RM - COBRE;KG;0,002;1,80;
2692;PF0P40930-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6- 1,00 X 20,0 PAN TORX PLUS ZNF;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,007;3,39;
2712;PF0P41043-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;PA PT5.0.1.80X18 SEXT COLAR;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,005;7,33;
2716;PF0P41126-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4,2-1,4X25C PAN POZ;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;3,78;
2720;PF0P41139-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;B7.1.2.25X9.5 OV REB DECA OL;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,002;0,72;
2729;PF0P41356-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X16 SX 5.8 ARR;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,006;2,61;
2759;PF0P42352-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X25 SD 5.8 DECA OL;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,006;0,72;
2768;PF0P42493-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X18 CIL QD 5.8;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,004;2,03;
2772;PF0P42558-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST6,2-2 65X19F SX END;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,004;7,69;
2781;PF0P42593-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4.81,6X16 LENT POZ COLAR ZN FE;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;6,05;
2807;PF0P42831-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0 X 14 LT TORX 88 ARR ZN IRI;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,006;1,87;
2819;PF0P42892-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;5-1,6X14,2 SD;COBREAGEM - RM;RM - COBRE;KG;0,002;1,99;
2829;PF0P42941-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;TTIIM4-0,7X34 PAN TORX;FOSFATO DE ZINCO OLEADO;FOSFATO;KG;0,003;1,04;
2834;PF0P42942-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X16 SX 6.8 COBRE + ESTA;ESTANHO COBRE - RM;RM - ESTANHO;KG;0,005;5,02;
2839;PF0P42950-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X25 (6G) R50 SOLDA OLEADO;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,007;0,71;
2843;PF0P42957-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0,8X16 BOTAO TORX 88 ZN;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,006;3,38;
2846;PF0P43002-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X18SEXT5.8ZN;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,006;3,39;
2855;PF0P43098-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6 - 1X52 (6G) TORX EXT FLAN 88;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO II;KG;0,012;2,02;
2858;PF0P43102-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST3.51.3X16 CIL SX INT AR ZN FE;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,002;4,28;
2861;PF0P43171-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X20 CIL SX INT C ARR;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,007;3,98;
2865;PF0P43209-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.00X24 CIL SX INT TRV 88;FOSFATO DE ZINCO OLEADO;FOSFATO;KG;0,007;1,04;
2869;PF0P43236-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1X16 88 PAN TORX;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;KG;0,005;7,25;
2877;PF0P43317-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.1.0X20 CIL SX INT ARR 88;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,009;3,99;
2896;PF0P43342-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X15 CL SD 8.8;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,005;0,71;
2900;PF0P43349-TSU1;SER200051;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X16 CIL TORX 9.8 FOSF;FOSFATO DE ZINCO OLEADO;FOSFATO;KG;0,006;0,85;
2904;PF0P43365-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;HLM4,2-1,41X13 LENT TORX COLAR;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,001;4,01;
2908;PF0P43397-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.1.0X12 CIL POZ8.8 ZN PR SCOTH;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,004;3,39;
2917;PF0P43413-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1X14.0 CIL PROJ P SOLD;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;KG;0,005;0,71;
2921;PF0P43415-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X25(6G) CIL SOLD 88 OL;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,007;0,71;
2926;PF0P43419-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X21(6G) CIL PROJ P/ SOLD 88;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,006;0,71;
2930;PF0P43421-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X16(6G) CIL PROJ P/ SOLD 88;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,006;0,71;
2950;PF0P43484-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;TTM2,5,045X4,8 PAN TORX;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;KG;0,000;3,64;
2954;PF0P43486-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X10(6G) CIL SEXT INT 88 OX;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,004;0,37;
2962;PF0P43510-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST6,3 -1,81X19 AB SEXT FLANGE;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,006;2,33;
2966;PF0P43513-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8X12 (6F) 5.8 CIL PROJ SOLDA;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,003;0,71;
2971;PF0P43517-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X28 CIL TORX 88;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;KG;0,018;3,24;
2995;PF0P43608-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M8-1.25X20CIL SX INT 109;OLEAR - RM;RM - DECAPAR;KG;0,011;0,30;
3033;PF0P43638-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6X1.0X31.5.6 88;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;KG;0,012;3,44;
3043;PF0P43659-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X36 SX FL PIL 88 ZN IRID P6;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,009;2,85;
3048;PF0P43664-TSU1;SER200051;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;TTA-40X6.35 PAN TORX PLUS;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,001;2,63;
3058;PF0P43693-TSU1;SER200011;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M7-1,0X18 CIL TORX 10.9;OLEAR - RM;RM - DECAPAR;KG;0,009;0,37;
3061;PF0P43697-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8X50 CIL SX INT 109;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,008;2,79;
3066;PF0P43737-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0,8X20 CIL TORX  88 ZN NIQUEL;ZN NIQUEL PRETO + SELANTE + TORQUE - RA2;ROTATIVO II;KG;0,007;7,79;
3075;PF0P43757-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5 - 0,80 X 20,0 CILIN SX INT 88;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,004;2,02;
3078;PF0P43758-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X20 PAN POZ 5.8;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,007;3,91;
3084;PF0P43759-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8 (6G) X25 PAN POZ 58;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,005;2,38;
3088;PF0P43760-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4.8-1,59X16 LENT POZ COLAR ZN-F;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;3,99;
3093;PF0P43762-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5.08X21 CIL SX INT 88;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,004;2,02;
3097;PF0P43764-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8X13 CHATA TORX PLUS 58;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,002;3,37;
3109;PF0P43812-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0(6G)X14 LT TORX 88;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,006;2,01;
3115;PF0P43824-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X12 PAN TORX 88 ZNKLAD 250;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;KG;0,005;3,19;
3127;PF0P43832-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X25 CL SOLDA PT PILOTO;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,007;0,71;
3130;PF0P43840-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X35 PARAFUSO P/ SOLDA 48;COBREAGEM - RM;RM - COBRE;KG;0,007;2,05;
3146;PF0P43855-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4.5-2.1X15 PAN TORX ZN NI PRETO;ZN NIQUEL PRETO + DSH + SELANTE + OLEO - RA2;ROTATIVO II;KG;0,002;6,13;
3150;PF0P43864-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6X1.0 X 20 CIL. SOLDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;KG;0,006;0,71;
3159;PF0P43870-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0 X 18 CIL SOLD DEC. OL 88;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,006;0,73;
3164;PF0P43871-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;HLM4,2-1,4X13 LENT POZ;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,002;7,29;
3168;PF0P43883-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;REMFORM 4.175X38 LT TORX 109;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,004;7,34;
3172;PF0P43900-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;RF40-1.75X12 LEN TORX 109 ZINKLAD;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;KG;0,001;3,77;
3177;PF0P43901-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;RF6.0-2.65X14 LEN;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;KG;0,004;3,87;
3185;PF0P43909-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X25 CHATA TORX ZINKLAD PRET;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;KG;0,005;7,89;
3187;PF0P43910-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0,8X16 BOTÃO TORX 88 ZN FERRO;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,006;3,39;
3195;PF0P43918-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.1X16.0 PAN TORX;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;KG;0,006;5,97;
3201;PF0P43920-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;STA4,2-1,4X16 LT TORX ZI NI PRETO;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,002;7,33;
3204;PF0P43922-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;REMFORM5.025X16 LT TORX;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,008;8,07;
3209;PF0P43925-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;REMFORM 4.0-1.75X13 LT TORX ZN;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,002;7,89;
3213;PF0P43927-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DELTA PT30-1.12X10 LT TORX ZN NI;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,001;7,14;
3227;PF0P43939-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;EJOT PTK50X2.24X16 LT TORX  ZINKL;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,004;8,15;
3237;PF0P43942-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST6-2.69X19,5 PAN TORX ARR ZNNI P;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,009;7,10;
3245;PF0P43947-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.10X19 SX CH;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;KG;0,006;3,19;
3250;PF0P43950-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.00X18.5 (6G) OVAL TORX IN.TR;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,004;7,00;
3254;PF0P43953-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4,2-1,4X13R LT TORX;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;KG;0,002;3,78;
3262;PF0P43974-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;RF4.0-1.75X20 LT TORX ZINKLAD 100;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;7,34;
3266;PF0P43977-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.00X18.0 SX FLANGE 88;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,008;2,02;
3271;PF0P43984-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST48.16X19 C PAN PHS;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,003;2,21;
3276;PF0P43991-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6 1 .0X25 SX FL PT PIL 8.8;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;KG;0,008;2,98;
3280;PF0P43993-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X13.0SX FL;OLEAR - RM;RM - DECAPAR;KG;0,005;0,40;
3296;PF0P44635-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.1X30SX FL AB 88;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,007;3,08;
3298;PF0P44636-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.1.0X35 SX FL AB 8.8;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,008;3,13;
3313;PF0P44944-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0,8X15 CHATA TORX88;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,003;5,04;
3318;PF0P46964-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA; ST4.2-1.4X19.0 LENT TORX COLAR;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;5,24;
3322;PF0P46965-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.10X18 CIL SD;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;KG;0,006;0,71;
3332;PF0P47011-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST6.3X18X25R LT TORX;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;KG;0,008;6,64;
3336;PF0P47014-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X20 SX FL PT PIL;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;KG;0,007;6,50;
3339;PF0P47015-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0,8X14 SOLDA R50 SD STAB;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,004;2,07;
3343;PF0P47016-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,0X10;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,006;3,36;
3348;PF0P47017-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X15 CL SD 8.8 ZINCO TRID TR;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,005;2,02;
3357;PF0P47024-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4.2-1.4X22C SX END ARR ZN NI;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,004;7,91;
3381;PF0P47030-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;RF5.0-2.25X16 LENT TORX COLAR 109;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;7,34;
3385;PF0P47031-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;PT5.0-1.80X12 LENT TORX COLAR 109;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;7,33;
3389;PF0P47032-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4.2.1.4X25 PAN TORX;ZN NIQUEL INCOLOR + DSH + SELANTE - RA2;ROTATIVO II;KG;0,003;5,94;
3398;PF0P47034-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.10X14 LT TORX 88 ARR;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,006;3,99;
3404;PF0P47036-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4.2.14X19 R POINT SX;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,004;7,33;
3426;PF0P47044-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X14 SEXT COLAR TRV 88;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,006;1,80;
3435;PF0P47047-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8X10 CIL SX INT 8.8 ZN;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,003;2,03;
3440;PF0P47048-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ST4.2.1.4X16 LENT TORX COL R POIN;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;KG;0,004;7,34;
3445;PF0P47049-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6.1,0X25 CIL SX INT 8.8 2 ARR LS;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,002;1,81;
3450;PF0P47052-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;EJOT PT 40X1.79X16 LENT TORX;ZINKLAD PRATA IRID + DSH + SELANTE - RA1;ROTATIVO I;KG;0,002;3,93;
3453;PF0P47067-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X12.0 SX ARR PTA 88 ZINKLAD;ZINKLAD PRATA IRID + SELANTE  - RA1;ROTATIVO I;KG;0,007;3,37;
